name,piste:difficulty,piste:type,geometry,ski_hill
,,,POINT (-121.937395 49.389818),
,,,POINT (-121.937575 49.388884),
,,,POINT (-121.937627 49.388361),
,,,POINT (-121.937742 49.38758),
,,,POINT (-121.938419 49.386528),
,,,POINT (-121.939631 49.385669),
,,,POINT (-121.934393 49.384176),
,,,POINT (-121.934599 49.383531),
,,,POINT (-121.934738 49.383169),
,,,POINT (-121.93503 49.382625),
,,,POINT (-121.934696 49.381699),
,,,POINT (-121.934628 49.381353),
,,,POINT (-121.934735 49.380627),
,,,POINT (-121.934152 49.384511),
,,,POINT (-121.934838 49.384048),
,,,POINT (-121.935121 49.383532),
,,,POINT (-121.9354 49.382862),
,,,POINT (-121.935571 49.382135),
,,,POINT (-121.93555 49.381479),
,,,POINT (-121.935499 49.380706),
,,,POINT (-121.935164 49.384231),
,,,POINT (-121.935069 49.382469),
,,,POINT (-121.93465 49.380999),
,,,POINT (-121.934506 49.39114),
,,,POINT (-121.93412 49.389304),
,,,POINT (-121.933617 49.384684),
,,,POINT (-121.932927 49.385293),
,,,POINT (-121.933059 49.38591),
,,,POINT (-121.931345 49.389839),
,,,POINT (-121.934796 49.39051),
,,,POINT (-121.935019 49.390273),
,,,POINT (-121.935447 49.389738),
,,,POINT (-121.936079 49.388466),
,,,POINT (-121.936239 49.387912),
,,,POINT (-121.933194 49.384992),
,,,POINT (-121.934722 49.39062),
,,,POINT (-121.934726 49.390075),
,,,POINT (-121.93472 49.38909),
,,,POINT (-121.93476 49.388197),
,,,POINT (-121.934753 49.387448),
,,,POINT (-121.935292 49.38712),
,,,POINT (-121.935774 49.38908),
,,,POINT (-121.934571 49.389749),
,,,POINT (-121.933876 49.388365),
,,,POINT (-121.933747 49.387569),
,,,POINT (-121.933318 49.386703),
,,,POINT (-121.935636 49.384873),
,,,POINT (-121.93503 49.391049),
,,,POINT (-121.935343 49.390812),
,,,POINT (-121.935697 49.390513),
,,,POINT (-121.936031 49.390201),
,,,POINT (-121.933634 49.390914),
,,,POINT (-121.933725 49.390339),
,,,POINT (-121.93411 49.38952),
,,,POINT (-121.934471 49.389141),
,,,POINT (-121.935174 49.388878),
,,,POINT (-121.93521 49.388788),
,,,POINT (-121.934874 49.388788),
,,,POINT (-121.934302 49.38887),
,,,POINT (-121.933478 49.389097),
,,,POINT (-121.932907 49.38945),
,,,POINT (-121.931994 49.389724),
,,,POINT (-121.930767 49.389971),
,,,POINT (-121.930382 49.389951),
,,,POINT (-121.929924 49.38988),
,,,POINT (-121.930075 49.389794),
,,,POINT (-121.930556 49.389724),
,,,POINT (-121.930863 49.389571),
,,,POINT (-121.931013 49.389215),
,,,POINT (-121.931073 49.388905),
,,,POINT (-121.931284 49.388565),
,,,POINT (-121.931573 49.388056),
,,,POINT (-121.931639 49.387586),
,,,POINT (-121.931807 49.387331),
,,,POINT (-121.932126 49.386908),
,,,POINT (-121.932331 49.38674),
,,,POINT (-121.933161 49.391123),
,,,POINT (-121.931501 49.390611),
,,,POINT (-121.930284 49.390161),
,,,POINT (-121.933693 49.39054),
,,,POINT (-121.929817 49.390581),
,,,POINT (-121.929958 49.390248),
,,,POINT (-121.936262 49.385756),
,,,POINT (-121.929715 49.391065),
,,,POINT (-121.929664 49.390815),
,,,POINT (-121.934592 49.391314),
,,,POINT (-121.934863 49.39128),
,,,POINT (-121.934398 49.39122),
,,,POINT (-121.933899 49.391259),
,,,POINT (-121.933677 49.39122),
,,,POINT (-121.933489 49.391244),
,,,POINT (-121.933175 49.391499),
,,,POINT (-121.932805 49.391973),
,,,POINT (-121.932695 49.392149),
,,,POINT (-121.932446 49.392506),
,,,POINT (-121.932017 49.393117),
,,,POINT (-121.931877 49.393292),
,,,POINT (-121.931158 49.393084),
,,,POINT (-121.93024 49.392766),
,,,POINT (-121.92983 49.391382),
,,,POINT (-121.929361 49.392421),
,,,POINT (-121.929523 49.392191),
,,,POINT (-121.929677 49.391715),
,,,POINT (-120.809229 49.135577),
,,,POINT (-120.816224 49.139985),
,,,POINT (-120.817018 49.14068),
,,,POINT (-120.817522 49.141108),
,,,POINT (-120.810152 49.137585),
,,,POINT (-120.811042 49.13788),
,,,POINT (-120.812555 49.138378),
,,,POINT (-120.814754 49.139248),
,,,POINT (-120.810227 49.137395),
,,,POINT (-120.810441 49.137283),
,,,POINT (-120.81057 49.136897),
,,,POINT (-120.810398 49.136567),
,,,POINT (-120.810098 49.136342),
,,,POINT (-120.809701 49.136125),
,,,POINT (-120.810565 49.137118),
,,,POINT (-120.808821 49.135191),
,,,POINT (-120.808521 49.134637),
,,,POINT (-120.807984 49.134194),
,,,POINT (-120.807137 49.133696),
,,,POINT (-120.802636 49.147544),
,,,POINT (-120.804009 49.147474),
,,,POINT (-120.806305 49.147453),
,,,POINT (-120.807464 49.147299),
,,,POINT (-120.80873 49.147278),
,,,POINT (-120.799868 49.147402),
,,,POINT (-120.801402 49.147474),
,,,POINT (-121.176468 49.603166),
,,,POINT (-121.176547 49.603704),
,,,POINT (-121.176745 49.604037),
,,,POINT (-121.177315 49.604755),
,,,POINT (-121.17762 49.605959),
,,,POINT (-121.177959 49.608567),
,,,POINT (-121.152765 49.565106),
,,,POINT (-121.151477 49.564369),
,,,POINT (-121.147379 49.564216),
,,,POINT (-121.140469 49.564647),
,,,POINT (-121.136779 49.565301),
,,,POINT (-121.137058 49.568836),
,,,POINT (-121.136693 49.566874),
,,,POINT (-121.13592 49.564021),
,,,POINT (-121.133936 49.574534),
,,,POINT (-121.135799 49.572607),
,,,POINT (-121.132748 49.575809),
,,,POINT (-121.11679 49.583707),
,,,POINT (-121.116262 49.583634),
,,,POINT (-121.115613 49.583521),
,,,POINT (-121.114625 49.583393),
,,,POINT (-121.114425 49.583818),
,,,POINT (-121.114429 49.585505),
,,,POINT (-121.157146 49.611789),
,,,POINT (-121.157202 49.610991),
,,,POINT (-121.155826 49.611154),
,,,POINT (-121.155246 49.610924),
,,,POINT (-121.153904 49.609827),
,,,POINT (-121.153318 49.60954),
,,,POINT (-121.148005 49.608449),
,,,POINT (-121.133801 49.589691),
,,,POINT (-121.133934 49.59094),
,,,POINT (-121.133895 49.592096),
,,,POINT (-121.134299 49.591607),
,,,POINT (-121.126131 49.594689),
,,,POINT (-121.077863 49.607118),
,,,POINT (-121.078681 49.607005),
,,,POINT (-121.079351 49.607174),
,,,POINT (-121.080641 49.607418),
,,,POINT (-121.080203 49.607102),
,,,POINT (-121.080315 49.60727),
,,,POINT (-121.079911 49.607077),
,,,POINT (-121.07264 49.605705),
,,,POINT (-121.073535 49.605573),
,,,POINT (-121.074502 49.605923),
,,,POINT (-121.075422 49.606158),
,,,POINT (-121.076236 49.606793),
,,,POINT (-121.07568 49.606513),
,,,POINT (-121.077035 49.607132),
,,,POINT (-121.073116 49.605569),
,,,POINT (-121.075904 49.60667),
,,,POINT (-121.072726 49.607334),
,,,POINT (-121.071569 49.607189),
,,,POINT (-121.074071 49.605648),
,,,POINT (-121.074188 49.605941),
,,,POINT (-121.080722 49.609951),
,,,POINT (-121.078846 49.610077),
,,,POINT (-121.083185 49.61026),
,,,POINT (-121.076788 49.610398),
,,,POINT (-121.075733 49.610331),
,,,POINT (-121.073401 49.609664),
,,,POINT (-121.072228 49.609427),
,,,POINT (-121.073703 49.607539),
,,,POINT (-121.070676 49.609145),
,,,POINT (-121.084528 49.629671),
,,,POINT (-121.084775 49.629303),
,,,POINT (-121.085064 49.628997),
,,,POINT (-121.085472 49.628712),
,,,POINT (-121.085708 49.628407),
,,,POINT (-121.085697 49.627976),
,,,POINT (-121.085719 49.627559),
,,,POINT (-121.084743 49.629748),
,,,POINT (-121.085172 49.629421),
,,,POINT (-121.085655 49.629213),
,,,POINT (-121.086513 49.628969),
,,,POINT (-121.087403 49.628601),
,,,POINT (-121.088122 49.628031),
,,,POINT (-121.088562 49.627441),
,,,POINT (-121.08161 49.627052),
,,,POINT (-121.076599 49.62694),
,,,POINT (-121.076846 49.626516),
,,,POINT (-121.076975 49.626127),
,,,POINT (-121.077061 49.625773),
,,,POINT (-121.063369 49.620317),
,,,POINT (-121.063538 49.62059),
,,,POINT (-121.069759 49.62529),
,,,POINT (-121.068821 49.625172),
,,,POINT (-121.068466 49.625042),
,,,POINT (-121.068304 49.624328),
,,,POINT (-121.067394 49.623631),
,,,POINT (-121.067266 49.623593),
,,,POINT (-121.0663 49.623445),
,,,POINT (-121.065391 49.623104),
,,,POINT (-121.066984 49.62355),
,,,POINT (-121.066931 49.62335),
,,,POINT (-121.066492 49.62305),
,,,POINT (-121.06622 49.622464),
,,,POINT (-121.065882 49.621726),
,,,POINT (-121.065138 49.621442),
,,,POINT (-121.06257 49.621137),
,,,POINT (-121.063902 49.622356),
,,,POINT (-121.063729 49.622116),
,,,POINT (-121.064045 49.621644),
,,,POINT (-121.063589 49.621238),
,,,POINT (-121.063301 49.621154),
,,,POINT (-121.064381 49.620809),
,,,POINT (-121.08044 49.628685),
,,,POINT (-121.080387 49.628344),
,,,POINT (-121.080612 49.627879),
,,,POINT (-121.080988 49.627649),
,,,POINT (-121.081417 49.627322),
,,,POINT (-121.075902 49.627607),
,,,POINT (-121.076288 49.627281),
,,,POINT (-121.042686 49.633396),
,,,POINT (-121.036978 49.629949),
,,,POINT (-121.034317 49.634786),
,,,POINT (-121.029532 49.627538),
,,,POINT (-121.031699 49.627837),
,,,POINT (-121.020455 49.633188),
,,,POINT (-121.021882 49.633639),
,,,POINT (-121.028051 49.633896),
,,,POINT (-121.030573 49.634147),
,,,POINT (-121.023706 49.633883),
,,,POINT (-121.018492 49.631944),
,,,POINT (-122.305083 50.385955),
,,,POINT (-122.301826 50.386289),
,,,POINT (-122.296384 50.387048),
,,,POINT (-122.306011 50.387559),
,,,POINT (-122.306498 50.387931),
,,,POINT (-122.307398 50.388889),
,,,POINT (-122.307882 50.389432),
,,,POINT (-122.308709 50.39058),
,,,POINT (-122.308805 50.390841),
,,,POINT (-122.309099 50.392803),
,,,POINT (-122.310392 50.39676),
,,,POINT (-122.310652 50.397078),
,,,POINT (-122.309092 50.394306),
,,,POINT (-122.309105 50.395286),
,,,POINT (-122.309242 50.395673),
,,,POINT (-122.309683 50.39626),
,,,POINT (-122.294393 50.38758),
,,,POINT (-121.268472 51.904667),
,,,POINT (-121.268987 51.905583),
,,,POINT (-121.268967 51.905901),
,,,POINT (-121.268711 51.906401),
,,,POINT (-121.268554 51.906708),
,,,POINT (-121.26834 51.906977),
,,,POINT (-121.264627 51.902549),
,,,POINT (-121.264163 51.90267),
,,,POINT (-121.265121 51.90267),
,,,POINT (-121.263853 51.902911),
,,,POINT (-121.265977 51.903083),
,,,POINT (-121.266255 51.903369),
,,,POINT (-121.263719 51.903388),
,,,POINT (-121.266554 51.903834),
,,,POINT (-121.26674 51.903948),
,,,POINT (-121.267709 51.904209),
,,,POINT (-121.264211 51.904812),
,,,POINT (-121.265087 51.904844),
,,,POINT (-121.262874 51.904991),
,,,POINT (-121.266036 51.905073),
,,,POINT (-121.264059 51.905088),
,,,POINT (-121.261761 51.905125),
,,,POINT (-121.262483 51.905188),
,,,POINT (-121.262225 51.90522),
,,,POINT (-121.264095 51.905234),
,,,POINT (-121.264875 51.905299),
,,,POINT (-121.263323 51.905363),
,,,POINT (-121.264831 51.905535),
,,,POINT (-121.267706 51.905543),
,,,POINT (-121.265874 51.905546),
,,,POINT (-121.264117 51.905572),
,,,POINT (-121.262867 51.90567),
,,,POINT (-121.262445 51.905851),
,,,POINT (-121.264457 51.905865),
,,,POINT (-121.261776 51.905977),
,,,POINT (-121.263248 51.905994),
,,,POINT (-121.267514 51.906036),
,,,POINT (-121.266114 51.906138),
,,,POINT (-121.264612 51.906234),
,,,POINT (-121.266748 51.906444),
,,,POINT (-121.263712 51.906611),
,,,POINT (-121.265272 51.906692),
,,,POINT (-121.267652 51.906749),
,,,POINT (-121.261757 51.90688),
,,,POINT (-121.262247 51.906886),
,,,POINT (-121.262873 51.906913),
,,,POINT (-121.263947 51.906945),
,,,POINT (-121.264382 51.906959),
,,,POINT (-121.262312 51.907045),
,,,POINT (-121.265756 51.907061),
,,,POINT (-121.266113 51.907518),
,,,POINT (-121.264258 51.907527),
,,,POINT (-121.261492 51.907537),
,,,POINT (-121.262439 51.907537),
,,,POINT (-121.262488 51.9077),
,,,POINT (-121.26773 51.907745),
,,,POINT (-121.254878 51.904498),
,,,POINT (-121.254741 51.904483),
,,,POINT (-121.255434 51.904942),
,,,POINT (-121.25595 51.905314),
,,,POINT (-121.255734 51.905543),
,,,POINT (-121.255698 51.905772),
,,,POINT (-121.257486 51.905901),
,,,POINT (-121.256744 51.905925),
,,,POINT (-121.261107 51.906031),
,,,POINT (-121.2558 51.906132),
,,,POINT (-121.258244 51.906225),
,,,POINT (-121.258711 51.906283),
,,,POINT (-121.259549 51.906292),
,,,POINT (-121.25757 51.906548),
,,,POINT (-121.260183 51.906558),
,,,POINT (-121.25553 51.906591),
,,,POINT (-121.25553 51.906712),
,,,POINT (-121.25827 51.906773),
,,,POINT (-121.261116 51.906796),
,,,POINT (-121.258459 51.9068),
,,,POINT (-121.259625 51.906831),
,,,POINT (-121.25956 51.906999),
,,,POINT (-121.26007 51.907061),
,,,POINT (-121.260296 51.90724),
,,,POINT (-121.255829 51.907283),
,,,POINT (-121.256771 51.907351),
,,,POINT (-121.26093 51.907452),
,,,POINT (-121.255822 51.907535),
,,,POINT (-121.25799 51.907798),
,,,POINT (-121.252499 51.905056),
,,,POINT (-121.254303 51.90589),
,,,POINT (-121.254554 51.904908),
,,,POINT (-121.254046 51.906393),
,,,POINT (-121.248328 51.903968),
,,,POINT (-121.248812 51.904044),
,,,POINT (-121.249018 51.904126),
,,,POINT (-121.253488 51.904268),
,,,POINT (-121.253685 51.904277),
,,,POINT (-121.253298 51.904281),
,,,POINT (-121.252956 51.904385),
,,,POINT (-121.254428 51.904403),
,,,POINT (-121.252686 51.904551),
,,,POINT (-121.252613 51.904654),
,,,POINT (-121.254667 51.904754),
,,,POINT (-121.253212 51.90478),
,,,POINT (-121.253346 51.904792),
,,,POINT (-121.251825 51.904816),
,,,POINT (-121.252949 51.904827),
,,,POINT (-121.253454 51.904837),
,,,POINT (-121.249462 51.904851),
,,,POINT (-121.252077 51.904857),
,,,POINT (-121.252511 51.904875),
,,,POINT (-121.252205 51.904986),
,,,POINT (-121.25428 51.905011),
,,,POINT (-121.252319 51.905015),
,,,POINT (-121.253851 51.905056),
,,,POINT (-121.249833 51.905087),
,,,POINT (-121.252035 51.905107),
,,,POINT (-121.25007 51.905163),
,,,POINT (-121.250793 51.905192),
,,,POINT (-121.254048 51.905212),
,,,POINT (-121.250297 51.905214),
,,,POINT (-121.254103 51.905285),
,,,POINT (-121.253888 51.905428),
,,,POINT (-121.250286 51.905519),
,,,POINT (-121.249616 51.905529),
,,,POINT (-121.254155 51.905533),
,,,POINT (-121.251514 51.905565),
,,,POINT (-121.24947 51.90561),
,,,POINT (-121.251406 51.905721),
,,,POINT (-121.250074 51.90578),
,,,POINT (-121.25135 51.905886),
,,,POINT (-121.249936 51.906004),
,,,POINT (-121.252816 51.906131),
,,,POINT (-121.248355 51.906172),
,,,POINT (-121.248198 51.906242),
,,,POINT (-121.252373 51.906318),
,,,POINT (-121.248389 51.906337),
,,,POINT (-121.25178 51.906461),
,,,POINT (-121.249121 51.906515),
,,,POINT (-121.249755 51.906522),
,,,POINT (-121.251313 51.906529),
,,,POINT (-121.250626 51.906642),
,,,POINT (-121.251252 51.906869),
,,,POINT (-121.249419 51.906975),
,,,POINT (-121.25121 51.90748),
,,,POINT (-121.251159 51.907588),
,,,POINT (-121.242104 51.902014),
,,,POINT (-121.242818 51.902072),
,,,POINT (-121.242986 51.902108),
,,,POINT (-121.243225 51.902244),
,,,POINT (-121.246152 51.902371),
,,,POINT (-121.245802 51.902434),
,,,POINT (-121.246549 51.902853),
,,,POINT (-121.244054 51.902892),
,,,POINT (-121.243404 51.903069),
,,,POINT (-121.244338 51.903122),
,,,POINT (-121.245771 51.903155),
,,,POINT (-121.24309 51.903181),
,,,POINT (-121.244996 51.903455),
,,,POINT (-121.242507 51.903464),
,,,POINT (-121.245493 51.903707),
,,,POINT (-121.247647 51.903726),
,,,POINT (-121.2474 51.903739),
,,,POINT (-121.244461 51.903769),
,,,POINT (-121.247905 51.903783),
,,,POINT (-121.246194 51.903897),
,,,POINT (-121.246977 51.903948),
,,,POINT (-121.24672 51.903961),
,,,POINT (-121.246288 51.904266),
,,,POINT (-121.247793 51.904285),
,,,POINT (-121.243451 51.904294),
,,,POINT (-121.241812 51.904522),
,,,POINT (-121.242193 51.904522),
,,,POINT (-121.241693 51.904556),
,,,POINT (-121.24718 51.904559),
,,,POINT (-121.241606 51.904614),
,,,POINT (-121.242706 51.904635),
,,,POINT (-121.246765 51.904779),
,,,POINT (-121.24552 51.904787),
,,,POINT (-121.243554 51.904824),
,,,POINT (-121.24224 51.904904),
,,,POINT (-121.246554 51.904964),
,,,POINT (-121.244827 51.904986),
,,,POINT (-121.245146 51.905053),
,,,POINT (-121.245538 51.905135),
,,,POINT (-121.24592 51.905145),
,,,POINT (-121.241693 51.905151),
,,,POINT (-121.241781 51.905224),
,,,POINT (-121.2463 51.905257),
,,,POINT (-121.246606 51.905355),
,,,POINT (-121.246204 51.905373),
,,,POINT (-121.244701 51.905432),
,,,POINT (-121.242168 51.905542),
,,,POINT (-121.247245 51.905619),
,,,POINT (-121.245803 51.90576),
,,,POINT (-121.247538 51.905762),
,,,POINT (-121.244176 51.905887),
,,,POINT (-121.242482 51.905987),
,,,POINT (-121.245475 51.906039),
,,,POINT (-121.245205 51.906196),
,,,POINT (-121.243454 51.906287),
,,,POINT (-121.244709 51.906358),
,,,POINT (-121.247714 51.906433),
,,,POINT (-121.242963 51.906529),
,,,POINT (-121.24366 51.906578),
,,,POINT (-121.243044 51.906731),
,,,POINT (-121.24247 51.906741),
,,,POINT (-121.246992 51.906775),
,,,POINT (-121.243049 51.906891),
,,,POINT (-121.242468 51.907039),
,,,POINT (-121.246445 51.907089),
,,,POINT (-121.242915 51.907212),
,,,POINT (-121.246081 51.90735),
,,,POINT (-121.24293 51.907371),
,,,POINT (-121.242117 51.907376),
,,,POINT (-121.242998 51.90753),
,,,POINT (-121.265015 51.907809),
,,,POINT (-121.263421 51.907875),
,,,POINT (-121.262653 51.908006),
,,,POINT (-121.266777 51.908027),
,,,POINT (-121.264516 51.908112),
,,,POINT (-121.267307 51.908184),
,,,POINT (-121.266997 51.908403),
,,,POINT (-121.265922 51.908425),
,,,POINT (-121.262621 51.908508),
,,,POINT (-121.26675 51.908578),
,,,POINT (-121.26498 51.908678),
,,,POINT (-121.263917 51.908783),
,,,POINT (-121.266472 51.908864),
,,,POINT (-121.265258 51.909218),
,,,POINT (-121.266204 51.909329),
,,,POINT (-121.264165 51.909386),
,,,POINT (-121.262024 51.909583),
,,,POINT (-121.266225 51.909653),
,,,POINT (-121.264136 51.909818),
,,,POINT (-121.265496 51.909969),
,,,POINT (-121.266637 51.910079),
,,,POINT (-121.266688 51.910238),
,,,POINT (-121.263786 51.910321),
,,,POINT (-121.265557 51.91049),
,,,POINT (-121.266719 51.910983),
,,,POINT (-121.26313 51.911094),
,,,POINT (-121.265392 51.911405),
,,,POINT (-121.263599 51.911603),
,,,POINT (-121.262182 51.911787),
,,,POINT (-121.261572 51.912259),
,,,POINT (-121.260993 51.907927),
,,,POINT (-121.259612 51.907984),
,,,POINT (-121.255632 51.90807),
,,,POINT (-121.256596 51.908255),
,,,POINT (-121.255691 51.908376),
,,,POINT (-121.257823 51.908392),
,,,POINT (-121.260964 51.908408),
,,,POINT (-121.257764 51.908752),
,,,POINT (-121.256305 51.908808),
,,,POINT (-121.259079 51.908838),
,,,POINT (-121.25561 51.908844),
,,,POINT (-121.259468 51.908938),
,,,POINT (-121.25767 51.908999),
,,,POINT (-121.260724 51.909276),
,,,POINT (-121.259756 51.90932),
,,,POINT (-121.255632 51.909338),
,,,POINT (-121.258859 51.909402),
,,,POINT (-121.257298 51.909538),
,,,POINT (-121.255809 51.909789),
,,,POINT (-121.260665 51.909861),
,,,POINT (-121.258715 51.909898),
,,,POINT (-121.260024 51.910147),
,,,POINT (-121.257087 51.910168),
,,,POINT (-121.260687 51.910207),
,,,POINT (-121.258736 51.910216),
,,,POINT (-121.255598 51.91027),
,,,POINT (-121.257101 51.910532),
,,,POINT (-121.260313 51.910617),
,,,POINT (-121.259035 51.910668),
,,,POINT (-121.260906 51.910819),
,,,POINT (-121.255321 51.910877),
,,,POINT (-121.259591 51.911056),
,,,POINT (-121.260694 51.911062),
,,,POINT (-121.257356 51.911099),
,,,POINT (-121.260395 51.91142),
,,,POINT (-121.255401 51.911673),
,,,POINT (-121.25991 51.911732),
,,,POINT (-121.257436 51.911967),
,,,POINT (-121.255525 51.912235),
,,,POINT (-121.257626 51.912425),
,,,POINT (-121.260505 51.912517),
,,,POINT (-121.258989 51.912702),
,,,POINT (-121.260227 51.912778),
,,,POINT (-121.257721 51.912915),
,,,POINT (-121.255627 51.913008),
,,,POINT (-121.257728 51.913158),
,,,POINT (-121.260237 51.9133),
,,,POINT (-121.258062 51.913306),
,,,POINT (-121.257845 51.913389),
,,,POINT (-121.257692 51.91341),
,,,POINT (-121.257381 51.913656),
,,,POINT (-121.255627 51.913705),
,,,POINT (-121.26 51.913751),
,,,POINT (-121.257546 51.913752),
,,,POINT (-121.257185 51.913764),
,,,POINT (-121.256959 51.913847),
,,,POINT (-121.256206 51.913872),
,,,POINT (-121.257371 51.913972),
,,,POINT (-121.255528 51.913993),
,,,POINT (-121.259598 51.914158),
,,,POINT (-121.255082 51.91417),
,,,POINT (-121.255503 51.914191),
,,,POINT (-121.254785 51.914304),
,,,POINT (-121.257003 51.914373),
,,,POINT (-121.256753 51.914387),
,,,POINT (-121.25899 51.91445),
,,,POINT (-121.25598 51.914489),
,,,POINT (-121.25797 51.914514),
,,,POINT (-121.255722 51.914527),
,,,POINT (-121.258506 51.914527),
,,,POINT (-121.255459 51.914645),
,,,POINT (-121.254804 51.914862),
,,,POINT (-121.25214 51.914282),
,,,POINT (-121.252715 51.909676),
,,,POINT (-121.252115 51.914044),
,,,POINT (-121.25113 51.907826),
,,,POINT (-121.251137 51.907943),
,,,POINT (-121.24847 51.907948),
,,,POINT (-121.251239 51.908285),
,,,POINT (-121.251298 51.908802),
,,,POINT (-121.251298 51.909076),
,,,POINT (-121.251196 51.909427),
,,,POINT (-121.251181 51.909715),
,,,POINT (-121.251283 51.909948),
,,,POINT (-121.250909 51.910225),
